Ticker, Day 0, Day 1, Day 2, Day 3, Day 4, Day 5, Day 6, Day 7, Day 8, Day 9, Day 10, Day 11, Day 12, Day 13, Day 14, Day 15, Day 16, Day 17, Day 18, Day 19, Day 20, Day 21, Day 22, Day 23, Day 24, Day 25, Day 26, Day 27, Day 28, Day 29, Day 30, Day 31, Day 32, Day 33, Day 34, Day 35, Day 36, Day 37, Day 38, Day 39, Day 40, Day 41, Day 42, Day 43, Day 44, Day 45, Day 46, Day 47, Day 48, Day 49, Day 50, Day 51, Day 52, Day 53, Day 54, Day 55, Day 56, Day 57, Day 58, Day 59, Day 60, Day 61, Day 62, Day 63, Day 64, Day 65, Day 66, Day 67, Day 68, Day 69, Day 70, Day 71, Day 72, Day 73, Day 74, Day 75, Day 76, Day 77, Day 78, Day 79, Day 80, Day 81, Day 82, Day 83, Day 84, Day 85, Day 86, Day 87, Day 88, Day 89, Day 90, Day 91, Day 92, Day 93, Day 94, Day 95, Day 96, Day 97, Day 98, Day 99, Day 100, Day 101, Day 102, Day 103, Day 104, Day 105, Day 106, Day 107, Day 108, Day 109, Day 110, Day 111, Day 112, Day 113, Day 114, Day 115, Day 116, Day 117, Day 118, Day 119, Day 120, Day 121, Day 122, Day 123, Day 124, Day 125, Day 126, Day 127, Day 128, Day 129, Day 130, Day 131, Day 132, Day 133, Day 134, Day 135, Day 136, Day 137, Day 138, Day 139, Day 140, Day 141, Day 142, Day 143, Day 144, Day 145, Day 146, Day 147, Day 148, Day 149, Day 150, Day 151, Day 152, Day 153, Day 154, Day 155, Day 156, Day 157, Day 158, Day 159, Day 160, Day 161, Day 162, Day 163, Day 164, Day 165, Day 166, Day 167, Day 168, Day 169, Day 170, Day 171, Day 172, Day 173, Day 174, Day 175, Day 176, Day 177, Day 178, Day 179, Day 180, Day 181, Day 182, Day 183, Day 184, Day 185, Day 186, Day 187, Day 188, Day 189, Day 190, Day 191, Day 192, Day 193, Day 194, Day 195, Day 196, Day 197, Day 198, Day 199, Day 200, Day 201, Day 202, Day 203, Day 204, Day 205, Day 206, Day 207, Day 208, Day 209, Day 210, Day 211, Day 212, Day 213, Day 214, Day 215, Day 216, Day 217, Day 218, Day 219, Day 220, Day 221, Day 222, Day 223, Day 224, Day 225, Day 226, Day 227, Day 228, Day 229, Day 230, Day 231, Day 232, Day 233, Day 234, Day 235, Day 236, Day 237, Day 238, Day 239, Day 240, Day 241, Day 242, Day 243, Day 244, Day 245, Day 246, Day 247, Day 248, Day 249, Day 250
AAL,0.051262,0.008754,-0.022206,-0.009186,-0.002057,0.012814,0.025712,-0.003935,0.000991,0.005714,0.011161,-0.027934,-0.025329,0.003132,0.019917,0.021612,-0.024839,-0.000253,0.005058,0.015617,0.010654,0.019858,0.001674,0.037108,-0.029813,-0.028333,0.004897,0.006549,-0.000967,-0.043468,-0.027778,0.002584,-0.02268,-0.039283,-0.014819,-0.075758,-0.051605,-0.031889,-0.033156,0.025161,0.038054,-0.025544,-0.045265,-0.001558,-0.003409,0.026958,-0.065887,0.037833,0.033758,-0.016295,0.068434,-0.002275,0.030312,-0.007106,-0.017331,-0.012079,0.039359,0.002448,-0.013079,0.015147,0.016958,0.002895,-0.00132,-0.01738,-0.025571,0.015407,0.006096,0.035188,-0.005222,0.002094,0.00907,-0.009794,0.045289,-0.022677,-0.054869,0.026111,-0.082285,0.005049,-0.007567,-0.005789,-0.053644,0.004338,-0.00805,0.032953,-0.031082,-0.013915,-0.03662,-0.025893,0.072045,0.010407,-0.010569,0.000623,0.032422,-0.051436,0.052562,0.030009,-0.028177,0.030845,0.046375,0,0.009873,0.006901,0.000609,0.025344,0.003842,-0.030213,-0.03887,-0.017513,0.030642,0.059079,-0.012786,-0.00247,-0.014872,0.009505,0.017146,0.00326,-0.001087,-0.007954,0.005587,0.014135,-0.027476,0.010606,0.005569,-0.032837,0.012561,0.001714,0,0.014,0.004196,0.009749,-0.011631,0,-0.026419,-0.029919,-0.023509,-0.013847,-0.014679,0.000313,0.012958,-0.039453,0.019859,0.005319,-0.026332,-0.00381,0.002857,-0.017143,0.018129,-0.023946,-0.010481,-0.009833,0.022134,-0.003547,0.01991,0.01157,-0.001513,0.01475,-0.000883,0.002649,0.007134,-0.001798,0.007701,0.024125,-0.008574,-0.025974,0.002061,-0.002032,-0.001743,-0.018182,0.016153,0.002064,-0.018796,0.028305,0.007759,0.011841,-0.01137,-0.000294,0.016954,0.014599,-0.009927,0.001484,0.016771,0.008007,-0.03076,0.00466,0.004059,0.003727,-0.009054,0.010114,0.002884,-0.041947,-0.007736,-0.017514,-0.018113,-0.003508,-0.011579,-0.020504,0.00295,0.053927,0.020161,-0.000658,0.010788,-0.01252,-0.01672,0.01767,0.044178,-0.008796,0.01433,-0.007932,0.014976,-0.04486,-0.014362,0.007919,-0.017908,-0.000635,0.018695,0.01179,-0.007846,-0.027199,0.009877,-0.002459,0.025008,-0.001235,0.000304,-0.000907,0.019928,-0.001782,0.01543,-0.03145,0.009877,-0.021881,-0.009633,0.021502,0.028852,-0.083357,-0.02375,-0.007427,0.008539,-0.005541,-0.019389,-0.008418,-0.015188,-0.016984,0.0225,0.009372,-0.002426,-0.030175,-0.003983,-0.03512,-0.030153,0.006635,-0.003817
AAPL,-0.012105,-0.008118,0.004437,0.003913,-0.002031,0.003638,0.003151,0.012855,0.007973,0.004945,-0.000219,-0.009258,-0.013835,-0.002479,-0.011858,0.026788,-0.017205,0.012929,-0.008461,-0.019221,0.002066,-0.000595,-0.000954,-0.014132,0.01831,0.011104,-0.002624,0.005049,0.004226,-0.003027,0.008933,0.008781,-0.012089,-0.016099,0.00702,0.014443,-0.040362,-0.000326,0.007667,-0.017182,0.014708,-0.004993,-0.008446,0.005732,0.003913,0.03197,-0.033738,0.0096,0.001853,-0.031708,0.010182,0.009129,0.014472,-0.009878,-0.013265,0.009162,0.019323,-0.007096,-0.005254,-0.024271,0.003131,-0.036617,0.016031,0.015906,-0.021789,-0.007793,-0.016414,-0.015148,0.002181,0.015917,0.023822,-0.017026,-0.009485,0.001952,-0.023542,0.017233,-0.02882,0.027879,-0.017651,-0.007629,0.002698,-0.020828,-0.009127,0.004172,-0.030783,-0.022257,-0.039079,-0.00891,0.059811,0.001989,-0.008063,-0.004983,0.019562,-0.012432,0.025808,-0.005178,0.007957,0.013352,0.008525,-0.003859,-0.005635,0.018633,0.012151,0.010765,-0.004317,-0.019884,-0.001492,-0.009149,0.014664,0.003274,-0.010048,0.012251,0.001987,-0.002635,0.022938,0.007636,-0.002348,-0.008469,0.008403,-0.009471,0.004644,-0.00706,0.006423,-0.004847,0.007189,0.004907,-0.004307,0.008101,0.000402,0.003569,0.009584,-0.006712,0.003959,0.000911,-0.00233,-0.000859,-0.007879,0.015207,0.019431,0.005056,-0.002963,-0.000924,0.00687,0.011948,-0.009663,0.010364,0.026681,-0.021962,-0.014464,-0.02541,-0.001483,-0.001217,0.000632,-0.002087,0.015333,0.010867,0.00462,0.0028,0.018735,-0.004093,0.009764,-0.00946,-0.001657,0.003273,-0.001053,0.017991,0.003643,0.008381,0.01492,-0.000965,-0.007494,-0.002928,0.001027,-0.01177,0.003049,-0.003288,0.004078,0.02051,-0.014669,0.004953,0.001597,-0.001165,-0.010601,0.01207,0.024964,0.000895,0.011074,-0.002343,0.007451,-0.010181,-0.000779,-0.006826,-0.003856,0.005442,0.001967,-0.006582,-0.013098,0.02394,-0.009442,0.011689,0.019516,0.004014,-0.000257,0.001237,-0.002825,0.006265,0.005132,0.012242,-0.009065,-0.004542,-0.000101,0.000201,-0.014413,0.010264,-0.002746,-0.003825,-0.007974,0.006554,0.005559,0.004328,-0.003934,0.010241,0.006837,-0.007673,0.004199,0.005488,-0.00044,-0.003431,0.008137,-0.01555,0.01753,0.001823,0.004815,-0.008952,0.001253,0.005852,0.000096,-0.015618,-0.025573,-0.007347,-0.023486,0.003515,0.018576,0.016134,-0.00154,0.004308,0.039548,-0.002018,-0.008454,0.010867,-0.001282
ABBV,-0.017115,-0.001226,-0.002044,-0.005528,0.002677,-0.000917,-0.00542,0.00154,-0.007282,-0.002805,-0.014692,0.00901,-0.011077,0.005553,-0.012213,-0.005762,0.0092,0.03115,-0.006335,-0.000314,-0.028736,-0.007524,0.013672,-0.006354,0.012134,0.003209,-0.001167,-0.002226,0.00617,0.002744,-0.011643,0.014476,-0.020562,0.002976,0.007866,-0.001478,-0.008205,-0.024731,-0.00022,-0.014695,0.023725,0.004901,-0.02123,-0.014452,-0.048119,0.004602,-0.041405,0.016542,-0.002839,-0.009617,-0.00415,-0.038652,0.032171,-0.054882,0.039396,0.011241,0.033393,0.006886,0.01093,0.010592,-0.019778,-0.00831,0.028643,0.02006,-0.019827,-0.010225,-0.026554,0.00035,-0.001736,0.016933,0.010223,0.010111,0.044427,-0.006892,-0.035779,0.007023,-0.033026,0.010846,-0.005078,-0.008061,-0.018574,-0.01371,-0.001646,-0.021999,-0.009605,0.028678,0.003427,-0.008132,0.050743,0.022285,0.011433,0.006441,-0.02203,-0.026512,0.015043,0.003331,-0.004496,-0.033781,0.003641,0.008796,-0.025411,0.006711,-0.001284,0.019406,0.011871,-0.002251,-0.004278,-0.027737,-0.023876,-0.03575,0.005843,0.017634,0.016973,0.003115,-0.022042,0.014384,-0.006533,0.010466,0.008098,-0.001502,-0.00075,0.005601,0.00087,-0.003451,0.000248,-0.006706,-0.012415,0.010864,-0.002113,0.003865,-0.009109,-0.002769,0.004137,-0.011692,-0.005921,-0.013143,0.006043,-0.001159,0.006575,0.003313,0.000127,0.012025,0.015988,-0.008483,0.0061,-0.003593,0.017026,-0.012627,0.000126,0.011396,-0.013704,-0.004606,0.006369,-0.00247,0.02695,-0.006458,-0.00277,0.007607,0.003345,-0.012892,-0.003005,-0.017187,0.001364,0.000865,-0.011096,-0.026467,-0.006277,0.007088,0.006526,-0.007068,-0.008869,0.000377,-0.001989,-0.015989,-0.00892,-0.003302,-0.000127,0.019421,-0.00827,0.000513,0.005161,0,0.007471,0.016589,0.003439,0.006584,0.011843,0.010124,0.006847,0.013414,0.009454,-0.012702,-0.024625,0.006317,-0.011589,-0.007761,-0.012136,0.008012,-0.004521,-0.001166,-0.000774,-0.006584,0.008775,0.004089,0.000253,-0.003293,0.003189,-0.007987,-0.010077,0.001278,0.008061,0.00051,-0.067688,0.011303,0.026995,0.03032,-0.001361,0.014071,0.008204,-0.022237,-0.017926,0.000843,0.000978,-0.014661,-0.000284,-0.000569,-0.014113,-0.014568,-0.004667,0.00587,-0.007299,-0.003971,-0.004574,-0.011859,0.001774,-0.010166,0.003885,-0.004334,-0.016883,-0.00229,0.003847,-0.00766,0.001243,0.010187,0.003212,-0.010883,0.002313,-0.015504,-0.017779,0.014486,0.02337
ACB,-0.115572,0.05791,-0.01676,-0.166432,0.095324,0.064163,-0.030259,0.032353,0.023677,0.008174,0.049351,-0.041825,0.002751,-0.070761,-0.011799,-0.0375,0.099338,-0.02439,-0.022472,0.06162,0.006441,-0.001645,-0.077922,-0.04014,0.075812,-0.043919,0.003509,-0.043697,-0.040853,0.102296,-0.015411,-0.028814,0.022414,0.013245,-0.076052,0.063521,-0.038194,-0.016014,-0.039927,-0.028571,-0.054264,0.070664,-0.009747,0.024096,0.029528,-0.057034,0.071575,-0.007722,0.001919,-0.007547,-0.054511,0.074951,0.083942,0.081356,0.028832,0.004304,0.029494,-0.023774,-0.035928,-0.02673,-0.006421,0.071197,-0.013216,0.066066,-0.037709,-0.00431,0.015759,0.039326,0.056505,-0.037759,-0.007864,0.057143,-0.023166,-0.056579,0.057522,0,-0.022039,-0.028926,-0.005739,0.023155,0,-0.016949,0.031117,0.048714,-0.034571,-0.001321,-0.029101,-0.02168,0.093117,-0.024722,-0.0525,0.048714,0.010165,0.001258,0.050985,-0.014254,0.070156,0.0174,-0.023529,0.004094,-0.00829,-0.038339,0.045198,-0.015054,-0.02967,0.009143,0.02027,-0.011841,-0.004391,0.00904,-0.001116,-0.004343,-0.021645,-0.015642,0.030578,-0.024176,-0.011136,-0.030752,0.042254,-0.01862,-0.007718,0.023282,-0.016287,0.008859,0,-0.003308,0.001105,0.005537,-0.012075,-0.023359,-0.003401,0.045936,-0.021615,0.003505,-0.034682,0.003606,-0.01836,0.026961,0.082294,0.01484,-0.010262,-0.015081,0.002315,-0.009206,-0.030552,-0.00479,-0.002395,-0.018138,-0.017199,-0.028169,-0.045333,0.075137,-0.04803,-0.019531,0.020027,0.014049,-0.029925,0.007802,-0.023226,0.003984,-0.001314,-0.010471,-0.00664,-0.01457,-0.00545,0.024557,-0.007979,0.017333,0.024869,-0.007614,-0.018797,-0.024297,0.013193,-0.009198,-0.006676,-0.004071,0,-0.0271,-0.055788,0.032401,0.014164,0.022069,-0.049248,-0.01013,-0.014641,-0.001499,-0.012066,-0.00916,-0.010802,-0.023585,0.031353,-0.018838,-0.059486,0.025932,0.003241,0.014859,-0.0279,-0.022091,-0.012085,0.015408,0.03096,-0.060185,-0.047059,0.032759,-0.04886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMAT,-0.006164,0.009691,-0.012178,-0.000467,-0.002568,0.018389,0.003932,-0.004849,0.005594,-0.002319,-0.005135,0.004728,-0.040734,-0.00375,-0.012469,0.001022,0.006819,0.002837,0.004883,-0.006418,0.008752,-0.008886,0.0028,0.007628,-0.003568,-0.014559,0.004199,0.001044,0.009929,-0.004156,0.014871,-0.005875,-0.01763,-0.015336,-0.011081,-0.022174,-0.016286,-0.045693,-0.004727,-0.000299,0.025369,-0.029428,-0.025287,0.003512,-0.025007,0.043912,-0.038973,0.01335,0.020498,-0.046861,0.039103,-0.000608,0.071862,-0.01508,-0.028313,0.020785,-0.000284,0.004023,-0.006377,-0.032908,0.016388,-0.006509,0.05102,0.101089,-0.023269,0.072885,-0.027094,0.00545,0.01237,0.009818,0.020627,-0.006795,0.02221,0.001044,-0.067632,0.001733,-0.023512,0.015755,-0.021289,-0.011275,-0.02148,-0.01627,0.004613,0.00635,-0.036664,-0.031348,-0.018776,-0.033667,0.042886,0.044011,0.022742,0.000917,0.044944,-0.036358,0.044637,0.014793,-0.051858,0.029412,0.019953,0.010459,-0.009652,-0.009974,-0.008255,0.031045,0.021453,-0.024915,-0.011524,0.045329,0.01713,0.028708,-0.027247,0.025641,-0.005092,0.005885,-0.006639,0.006173,0.025197,0.004782,0.012214,-0.001751,0.007677,-0.002686,0.000246,-0.0225,0.007692,-0.003831,-0.004359,0.013885,-0.006513,0.001265,-0.013232,-0.003638,-0.002587,0.002823,-0.006381,-0.020833,-0.010013,0.024708,0.014756,0.000258,-0.008731,0.005943,0.026429,-0.010146,0.004229,-0.020059,0.038703,-0.028752,-0.007307,-0.005021,-0.018654,-0.010534,0.015361,0.020596,-0.000244,0.018483,0.013073,0.00093,-0.000233,-0.012691,0.006204,0.000943,-0.000233,-0.000936,0.014385,-0.010372,-0.001363,-0.001596,0.000685,0.012526,-0.015722,0.024312,-0.007404,-0.001812,-0.014986,0.012043,-0.00159,0.016506,-0.004969,-0.002878,0.00417,-0.00049,-0.00433,0.012143,0.026974,0.008717,-0.014994,-0.034689,0.002186,-0.00638,0.007314,-0.019121,-0.020095,0.016787,0.007605,-0.01301,-0.004876,0.022773,-0.005147,0.02072,-0.002163,0.027143,-0.003644,-0.026735,0.000961,0.006592,-0.014838,0.033716,-0.003748,-0.012117,0.001399,-0.013517,-0.006391,0.013488,0.018227,-0.004875,-0.020373,-0.009976,0.003369,-0.005877,0.006719,0.017118,0.004944,0.004659,0.025353,-0.012166,0.000217,-0.000865,0.036583,-0.01035,0.028589,0.007701,0.022553,-0.017401,-0.002948,0.004162,0.013384,-0.022957,-0.01962,-0.009375,-0.016017,-0.001939,0.013901,0.016352,-0.008204,-0.011069,0.035107,-0.005112,0.003404,0.014578,-0.010504
AMD,0.009601,0.021021,0.030572,0.051911,0.046704,0.012831,-0.018032,0.034483,-0.015817,0.011249,0.095238,-0.030602,-0.009957,0.015579,0.061812,0.002665,0.076897,-0.08082,0.041044,0.021417,-0.032131,-0.009835,-0.02866,-0.00545,0.047543,-0.018385,-0.006481,0.022913,-0.041873,0.023786,-0.055646,-0.020668,-0.007503,-0.02565,-0.010101,0.041683,-0.086925,0.022635,-0.016063,-0.004549,0.058205,-0.039071,-0.016987,-0.124676,0.023303,0.037634,-0.089856,0.075335,-0.046512,-0.074684,0.050061,0.019026,0.098316,-0.017484,-0.010934,0.060513,0.019608,-0.026183,0.012518,-0.079787,0.017116,0.031219,0.037162,0.039758,-0.063235,0.104023,-0.065835,0.041376,0.006012,0.064745,-0.021998,0.011326,0,0.054715,-0.095503,0.053412,-0.086385,0.033075,-0.035249,0.007874,-0.037324,0.016343,-0.058971,0.018277,-0.065844,-0.009387,-0.065673,0.007869,0.060427,0.003442,0.016543,0.01708,0.04553,-0.074376,0.082621,0.058128,-0.020765,-0.033509,-0.001012,0.041089,0.013527,-0.002935,-0.032843,0.038994,0.019637,-0.035156,-0.011483,0.039382,0.044783,-0.006401,-0.049852,0.074453,0.060382,-0.004063,-0.01228,-0.004697,-0.015658,-0.013919,0.032244,-0.003905,-0.026035,-0.005657,0.01715,0.004241,0.013971,-0.007871,-0.004992,0.01289,-0.011995,-0.01785,-0.02613,0.013787,-0.012098,-0.021766,0.006855,-0.045164,-0.011196,0.030913,0.036569,0.016883,-0.011834,-0.023534,0.008225,-0.002146,0.101695,-0.029823,0.081846,-0.042484,-0.012172,-0.037467,-0.031518,-0.001594,-0.002346,-0.002271,0.009053,0.035689,0.007271,-0.022267,-0.005577,-0.035411,0.013474,-0.000719,-0.012761,-0.016906,0.007576,-0.025523,0.002899,0.020275,-0.007452,0.012811,-0.035228,0.007954,-0.007527,0.00145,-0.073921,0.050111,-0.002827,0.026198,-0.019853,0.025748,0.019101,0.034406,-0.027428,0.029778,0.026424,0.023383,-0.006862,-0.011119,0.006255,0.010693,-0.023342,-0.006389,0.06454,-0.031379,-0.013028,-0.005803,-0.040696,0.041564,-0.014367,0.065283,0.014715,-0.008947,-0.030512,0.005625,-0.030874,-0.011075,-0.034711,0.023185,-0.005219,-0.039373,-0.01855,-0.002046,-0.013671,-0.002001,0.010852,-0.022844,-0.018559,0.009044,0.001927,0.020078,0.007547,0.043766,0.006853,-0.025066,0.013736,0.031494,-0.01312,-0.012055,-0.000908,-0.017231,0.001524,0.009647,0.013971,-0.01116,-0.006135,-0.019332,0.019874,-0.05081,-0.020984,-0.001357,-0.009554,0,0.02529,0.075801,0.022123,-0.050644,-0.007726,-0.024516,-0.031342,0.029043,-0.01625
AR,0.007437,0.015143,0.009858,0.002179,-0.003772,0.002166,-0.005936,0.00649,0.013426,-0.013852,-0.037137,-0.003946,-0.031692,0.015366,0.018615,0.017745,0.015616,0.018132,0.001615,0.008043,0.017914,0.032626,-0.012475,-0.034901,-0.033075,-0.003183,-0.065521,0.008523,-0.001691,0.006162,-0.000558,0.023836,-0.016207,0.015856,0.019438,0.010898,-0.022936,0.001594,-0.026576,0.003191,0.012698,-0.017259,-0.017867,0.002201,-0.041118,-0.017493,-0.061033,0.006169,0.004356,-0.025387,-0.003203,0.00953,0.037807,-0.03715,0.045205,-0.008255,-0.015249,-0.020262,0.018819,0.00252,-0.046221,-0.083871,0.0121,-0.020223,0.015805,-0.03543,0.035794,0.032018,-0.014347,-0.024745,0.027571,-0.021771,-0.02161,-0.016308,-0.046617,0.044118,-0.013921,0.013471,-0.04234,-0.024682,-0.004095,-0.05985,-0.03664,-0.019196,-0.050992,-0.015152,-0.035897,-0.016251,0.078689,0.010277,-0.066869,0.014039,0.06087,-0.020555,0.055613,0.014479,-0.017824,-0.009425,0.020096,-0.000951,0.035611,0.012963,-0.017431,0.009381,-0.003683,-0.028999,-0.041031,0,0.03996,-0.003883,0,0.018322,-0.044634,0.010891,-0.008876,-0.042616,-0.031185,-0.06028,0.01611,0.019166,0.009804,-0.015201,0.006659,0.052574,0.00625,0.014433,-0.015182,-0.017329,0.003115,-0.018653,-0.03953,-0.039911,0.042141,0.003279,-0.015334,-0.031532,-0.03376,-0.045232,0.025707,0.008642,0.010922,0.021429,-0.009412,0.024764,-0.006977,0.043581,-0.010193,-0.030058,0,0.002356,-0.003546,0.024852,0.009143,-0.022422,-0.010297,-0.057471,0.024361,0.062722,-0.007743,-0.044693,-0.001167,-0.021152,0.015187,-0.006936,0.005787,-0.024138,-0.047114,-0.015912,-0.021066,-0.031646,-0.052219,0.034626,0.005369,-0.034621,-0.020604,-0.010959,-0.013755,0.064972,0.069519,-0.006219,0.011378,0.008783,-0.007595,0.020253,0.03,-0.033898,-0.035443,-0.042105,0.013717,-0.052198,-0.001449,0.017241,-0.042553,0.040299,-0.043796,0.026562,0.015152,0.042899,-0.061166,-0.016743,0,-0.031008,-0.034921,-0.051071,-0.005076,-0.025641,0.010638,-0.006944,-0.019332,-0.035273,0.021978,-0.030686,0.003717,0.018587,-0.011029,0.027881,-0.0375,-0.027726,0.028302,0.018382,-0.031079,0.003724,0.005545,-0.053211,0,-0.015414,-0.035294,-0.030612,0,0.038055,-0.006,0.006048,-0.012048,-0.089249,-0.07191,-0.019417,0.126551,0.004357,-0.025918,0.01087,-0.028761,-0.050575,-0.066667,-0.045685,-0.06366,0.008523,-0.014006,-0.028986,0.042424,0.052478,0.035912
AUY,-0.014545,0.018382,-0.014286,-0.025547,0.025641,0.010676,-0.024476,-0.003546,-0.007168,0.00361,-0.040441,-0.045627,-0.031621,0.004115,-0.032653,0.016807,0.033058,-0.023437,-0.027888,0.036735,-0.007874,0.003922,-0.019305,-0.004,-0.003968,0.003937,-0.023529,-0.004082,0.016327,-0.004016,0.003937,-0.027237,-0.007968,-0.007937,0.036735,-0.008032,0.028571,0.050388,-0.018587,-0.007407,-0.02214,0,0.007519,-0.014815,-0.018939,-0.033457,-0.003831,-0.061538,-0.064257,-0.038627,0.053812,-0.017316,0.025862,-0.008403,0.016878,-0.020661,-0.033333,-0.021552,-0.026667,-0.036697,-0.028302,0.049751,0.004695,0.018692,-0.009174,-0.018519,0.028302,-0.009174,-0.027523,-0.014151,0.023923,-0.037037,0.004831,0,0,0.009217,0.022624,-0.035556,-0.013889,0.009346,0.00463,-0.013953,0.064815,0.021739,-0.092827,0.008811,0.017391,0.025424,-0.044898,-0.008511,0,0.017241,0.012658,0.020492,-0.012195,-0.012195,0.008333,0.0375,-0.024096,-0.004098,-0.004049,-0.020325,0.016667,0.004132,-0.033473,0.012821,0.017021,0.025532,0.040486,0.011719,0.026415,0.02963,-0.003521,0.007143,0,0.01444,-0.014337,-0.021818,0.014652,0.007353,-0.054348,0.003846,-0.015267,-0.007519,0.041045,-0.017921,-0.007353,-0.01107,0,-0.014925,-0.019011,-0.003861,-0.023529,0.028226,-0.015748,-0.01992,0.008197,0.031128,-0.015094,0.026718,-0.00369,-0.007634,-0.01145,-0.015564,-0.011628,0.023437,-0.018939,0.003846,0.04943,0.007353,-0.014652,-0.011364,-0.011364,-0.038023,-0.003953,-0.007937,0.027888,0.003876,0,0.011364,-0.011364,-0.003891,0,-0.027344,-0.053719,-0.008658,-0.026201,-0.022422,0.00463,0.009174,-0.013514,0.018018,-0.008969,-0.026667,-0.009174,-0.028436,-0.009569,0.014354,0,-0.028169,-0.019324,-0.004926,0.009709,-0.004854,-0.004878,0,-0.00495,-0.004975,-0.029851,-0.025641,-0.026316,0.016216,-0.010753,-0.032258,0.038889,0.036458,0.019608,0.02439,-0.042056,-0.004878,-0.019417,-0.020101,0.026042,0.01,0.009804,-0.028571,0.034146,0.037559,0.013636,0.038462,0,0.012,-0.035156,0.046218,0.004065,0.003984,-0.008197,0.04898,-0.007722,0.024291,0,0.007937,0.01938,-0.026616,0.023256,0,-0.015152,0.057692,0.051282,-0.010417,0.007018,-0.021053,0.024823,-0.006944,-0.006849,0.010309,0.05137,-0.029605,0.108392,0.012821,0.049231,0.026786,-0.008427,0.023121,-0.011429,-0.037356,-0.038012,-0.014881,0.036145,-0.008902,0.015385
AVYA,-0.004074,-0.008566,0.013188,0.013945,0.014589,-0.001743,-0.001744,0.002614,-0.003474,0.026362,-0.042672,-0.030317,0.020824,0.001818,-0.009468,0.005928,0.002719,-0.010356,-0.012289,-0.021188,0.011721,-0.026561,0.007623,0.019385,0.013048,-0.00092,-0.005512,0.004134,0.013736,-0.024752,-0.003683,0.001381,0,0.000465,-0.02729,-0.029957,-0.03884,-0.011311,-0.043922,0.003737,0.003175,0.004764,-0.035088,-0.018743,-0.011765,0.010369,-0.095374,0.056452,0.008393,-0.041448,0.006116,-0.019116,0.003623,-0.025455,-0.001861,0.032838,0.000596,-0.00597,-0.008552,-0.0191,-0.013084,-0.021118,0.011414,-0.02137,-0.028278,-0.011471,0.022282,0.000668,0.006588,-0.017128,0.029275,0.007823,0.014332,0,-0.005338,0.014033,0.030084,0.009965,0.006916,0.016347,-0.019369,-0.001136,-0.040899,-0.029359,-0.040541,-0.031928,-0.042356,0.009756,0.01105,-0.004868,0.009091,0.004831,0.013194,0.010381,0.044128,0.004584,-0.010989,0.005191,0.018843,0.005792,0.00581,0.001918,0.001277,-0.016098,-0.009772,-0.025845,-0.009517,0.002745,0.049191,0.047799,0.001206,0.019772,-0.003536,0.016598,0.000581,-0.011587,0.020456,0.022596,0.007386,-0.053659,0.004545,0.037179,-0.024707,0.002519,0.018239,0.002506,0.005618,-0.006782,0.003683,-0.033068,-0.014631,0.00194,0.004487,-0.029318,-0.011819,-0.021362,-0.019795,-0.000703,0.034965,-0.010596,-0.022074,-0.016371,0.011127,-0.009602,-0.009662,-0.030856,0.013778,-0.042754,-0.027222,0.008523,-0.02319,-0.016763,-0.014637,0.016598,-0.002332,-0.012746,-0.005882,0.015339,0.035589,-0.000541,0.010243,-0.003735,-0.02182,0.013557,-0.003749,0.013355,0.007953,0.017396,-0.00207,0.001036,-0.008282,0.002606,-0.021222,0.012739,-0.019362,-0.0032,0,0.022356,-0.010254,0.006027,-0.074654,-0.010554,0.001353,0.005398,0.002703,-0.01345,-0.006835,-0.002799,-0.016039,-0.010669,-0.023392,-0.041605,0.002327,-0.010172,-0.036421,0.046589,-0.031822,0.00978,-0.037751,0.037257,0.018122,-0.010459,-0.022599,0.001656,0.02963,-0.0248,-0.006557,0.008987,-0.015397,0.01304,-0.011318,-0.017959,-0.050749,-0.003484,0.006987,0.032958,-0.055967,-0.021815,0.00885,0.017637,-0.028746,0.00905,-0.01426,-0.005425,0.01721,-0.022222,0.007306,-0.031732,0.032864,-0.022748,-0.005602,0.004655,0.037175,-0.008961,0.029783,-0.000876,0.038869,0.02381,-0.034855,-0.01815,-0.046805,0.008467,0.018886,0.037753,-0.004464,-0.067996,0.021645,0.049223,-0.00982,0.027071,-0.006395
